area_code,area_name,period,indicator,measure,units,value
E06000034,Thurrock,June 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.9
E08000007,Stockport,June 2019,Claimant count,Count,Persons,4155
E08000007,Stockport,June 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.3
E06000014,York,June 2019,Claimant count,Count,Persons,1730
E06000014,York,June 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.2
E06000055,Bedford,June 2019,Claimant count,Count,Persons,3460
E06000055,Bedford,June 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E06000050,Cheshire West and Chester,June 2019,Claimant count,Count,Persons,5145
E06000050,Cheshire West and Chester,June 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E06000031,Peterborough,June 2019,Claimant count,Count,Persons,3995
E06000031,Peterborough,June 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
E06000005,Darlington,June 2019,Claimant count,Count,Persons,2835
E06000005,Darlington,June 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.4
E06000015,Derby,June 2019,Claimant count,Count,Persons,4980
E06000015,Derby,June 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.1
E08000002,Bury,June 2019,Claimant count,Count,Persons,3790
E08000002,Bury,June 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
E06000020,Telford and Wrekin,June 2019,Claimant count,Count,Persons,2805
E06000020,Telford and Wrekin,June 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E08000009,Trafford,June 2019,Claimant count,Count,Persons,3440
E08000009,Trafford,June 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.4
E92000001,England,July 2019,Claimant count,Count,Persons,949770
E92000001,England,July 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.7
E06000007,Warrington,July 2019,Claimant count,Count,Persons,3245
E06000007,Warrington,July 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E06000030,Swindon,July 2019,Claimant count,Count,Persons,3430
E06000030,Swindon,July 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.4
E08000029,Solihull,July 2019,Claimant count,Count,Persons,3415
E08000029,Solihull,July 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.7
E06000042,Milton Keynes,July 2019,Claimant count,Count,Persons,3500
E06000042,Milton Keynes,July 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.1
E06000025,South Gloucestershire,July 2019,Claimant count,Count,Persons,2275
E06000025,South Gloucestershire,July 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.3
E06000034,Thurrock,July 2019,Claimant count,Count,Persons,3220
E06000034,Thurrock,July 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.9
E08000007,Stockport,July 2019,Claimant count,Count,Persons,4230
E08000007,Stockport,July 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.4
E06000014,York,July 2019,Claimant count,Count,Persons,1695
E06000014,York,July 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.2
E06000055,Bedford,July 2019,Claimant count,Count,Persons,3530
E06000055,Bedford,July 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E06000050,Cheshire West and Chester,July 2019,Claimant count,Count,Persons,5055
E06000050,Cheshire West and Chester,July 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.4
E06000031,Peterborough,July 2019,Claimant count,Count,Persons,4020
E06000031,Peterborough,July 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
E06000005,Darlington,July 2019,Claimant count,Count,Persons,2865
E06000005,Darlington,July 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.4
E06000015,Derby,July 2019,Claimant count,Count,Persons,5090
E06000015,Derby,July 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
E08000002,Bury,July 2019,Claimant count,Count,Persons,3870
E08000002,Bury,July 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E06000020,Telford and Wrekin,July 2019,Claimant count,Count,Persons,2905
E06000020,Telford and Wrekin,July 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.6
E08000009,Trafford,July 2019,Claimant count,Count,Persons,3455
E08000009,Trafford,July 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.4
E92000001,England,August 2019,Claimant count,Count,Persons,965275
E92000001,England,August 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.7
E06000007,Warrington,August 2019,Claimant count,Count,Persons,3265
E06000007,Warrington,August 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E06000030,Swindon,August 2019,Claimant count,Count,Persons,3460
E06000030,Swindon,August 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E08000029,Solihull,August 2019,Claimant count,Count,Persons,3490
E08000029,Solihull,August 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.7
E06000042,Milton Keynes,August 2019,Claimant count,Count,Persons,3620
E06000042,Milton Keynes,August 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.1
E06000025,South Gloucestershire,August 2019,Claimant count,Count,Persons,2320
E06000025,South Gloucestershire,August 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.3
E06000034,Thurrock,August 2019,Claimant count,Count,Persons,3260
E06000034,Thurrock,August 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3
E08000007,Stockport,August 2019,Claimant count,Count,Persons,4460
E08000007,Stockport,August 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E06000014,York,August 2019,Claimant count,Count,Persons,1730
E06000014,York,August 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.2
E06000055,Bedford,August 2019,Claimant count,Count,Persons,3500
E06000055,Bedford,August 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E06000050,Cheshire West and Chester,August 2019,Claimant count,Count,Persons,5095
E06000050,Cheshire West and Chester,August 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E06000031,Peterborough,August 2019,Claimant count,Count,Persons,4130
E06000031,Peterborough,August 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E06000005,Darlington,August 2019,Claimant count,Count,Persons,2915
E06000005,Darlington,August 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.5
E06000015,Derby,August 2019,Claimant count,Count,Persons,5270
E06000015,Derby,August 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E08000002,Bury,August 2019,Claimant count,Count,Persons,3915
E08000002,Bury,August 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E06000020,Telford and Wrekin,August 2019,Claimant count,Count,Persons,3035
E06000020,Telford and Wrekin,August 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.7
E08000009,Trafford,August 2019,Claimant count,Count,Persons,3505
E08000009,Trafford,August 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.4
E92000001,England,September 2019,Claimant count,Count,Persons,969255
E92000001,England,September 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.8
E06000007,Warrington,September 2019,Claimant count,Count,Persons,3170
E06000007,Warrington,September 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.4
E06000030,Swindon,September 2019,Claimant count,Count,Persons,3385
E06000030,Swindon,September 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.4
E08000029,Solihull,September 2019,Claimant count,Count,Persons,3545
E08000029,Solihull,September 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.8
E06000042,Milton Keynes,September 2019,Claimant count,Count,Persons,3750
E06000042,Milton Keynes,September 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.2
E06000025,South Gloucestershire,September 2019,Claimant count,Count,Persons,2340
E06000025,South Gloucestershire,September 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.3
E06000034,Thurrock,September 2019,Claimant count,Count,Persons,3205
E06000034,Thurrock,September 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.9
E08000007,Stockport,September 2019,Claimant count,Count,Persons,4460
E08000007,Stockport,September 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E06000014,York,September 2019,Claimant count,Count,Persons,1700
E06000014,York,September 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.2
E06000055,Bedford,September 2019,Claimant count,Count,Persons,3525
E06000055,Bedford,September 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E06000050,Cheshire West and Chester,September 2019,Claimant count,Count,Persons,5100
E06000050,Cheshire West and Chester,September 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E06000031,Peterborough,September 2019,Claimant count,Count,Persons,4060
E06000031,Peterborough,September 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E06000005,Darlington,September 2019,Claimant count,Count,Persons,2905
E06000005,Darlington,September 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.5
E06000015,Derby,September 2019,Claimant count,Count,Persons,5295
E06000015,Derby,September 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E08000002,Bury,September 2019,Claimant count,Count,Persons,3990
E08000002,Bury,September 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.4
E06000020,Telford and Wrekin,September 2019,Claimant count,Count,Persons,3145
E06000020,Telford and Wrekin,September 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.8
E08000009,Trafford,September 2019,Claimant count,Count,Persons,3470
E08000009,Trafford,September 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.4
E92000001,England,October 2019,Claimant count,Count,Persons,987540
E92000001,England,October 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.8
E06000007,Warrington,October 2019,Claimant count,Count,Persons,3190
E06000007,Warrington,October 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.4
E06000030,Swindon,October 2019,Claimant count,Count,Persons,3390
E06000030,Swindon,October 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.4
E08000029,Solihull,October 2019,Claimant count,Count,Persons,3620
E08000029,Solihull,October 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.8
E06000042,Milton Keynes,October 2019,Claimant count,Count,Persons,3945
E06000042,Milton Keynes,October 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.3
E06000025,South Gloucestershire,October 2019,Claimant count,Count,Persons,2350
E06000025,South Gloucestershire,October 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.3
E06000034,Thurrock,October 2019,Claimant count,Count,Persons,3230
E06000034,Thurrock,October 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.9
E08000007,Stockport,October 2019,Claimant count,Count,Persons,4725
E08000007,Stockport,October 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.7
E06000014,York,October 2019,Claimant count,Count,Persons,1730
E06000014,York,October 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.2
E06000055,Bedford,October 2019,Claimant count,Count,Persons,3490
E06000055,Bedford,October 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E06000050,Cheshire West and Chester,October 2019,Claimant count,Count,Persons,5210
E06000050,Cheshire West and Chester,October 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E06000031,Peterborough,October 2019,Claimant count,Count,Persons,4240
E06000031,Peterborough,October 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.4
E06000005,Darlington,October 2019,Claimant count,Count,Persons,2940
E06000005,Darlington,October 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.5
E06000015,Derby,October 2019,Claimant count,Count,Persons,5280
E06000015,Derby,October 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E08000002,Bury,October 2019,Claimant count,Count,Persons,4035
E08000002,Bury,October 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.4
E06000020,Telford and Wrekin,October 2019,Claimant count,Count,Persons,3170
E06000020,Telford and Wrekin,October 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.8
E08000009,Trafford,October 2019,Claimant count,Count,Persons,3620
E08000009,Trafford,October 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E92000001,England,November 2019,Claimant count,Count,Persons,998185
E92000001,England,November 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.8
E06000007,Warrington,November 2019,Claimant count,Count,Persons,3250
E06000007,Warrington,November 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E06000030,Swindon,November 2019,Claimant count,Count,Persons,3355
E06000030,Swindon,November 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.4
E08000029,Solihull,November 2019,Claimant count,Count,Persons,3645
E08000029,Solihull,November 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.8
E06000042,Milton Keynes,November 2019,Claimant count,Count,Persons,3995
E06000042,Milton Keynes,November 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.4
E06000025,South Gloucestershire,November 2019,Claimant count,Count,Persons,2440
E06000025,South Gloucestershire,November 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.4
E06000034,Thurrock,November 2019,Claimant count,Count,Persons,3245
E06000034,Thurrock,November 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3
E08000007,Stockport,November 2019,Claimant count,Count,Persons,4875
E08000007,Stockport,November 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.7
E06000014,York,November 2019,Claimant count,Count,Persons,1710
E06000014,York,November 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.2
E06000055,Bedford,November 2019,Claimant count,Count,Persons,3475
E06000055,Bedford,November 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E06000050,Cheshire West and Chester,November 2019,Claimant count,Count,Persons,5290
E06000050,Cheshire West and Chester,November 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.6
E06000031,Peterborough,November 2019,Claimant count,Count,Persons,4270
E06000031,Peterborough,November 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.4
E06000005,Darlington,November 2019,Claimant count,Count,Persons,2990
E06000005,Darlington,November 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.6
E06000015,Derby,November 2019,Claimant count,Count,Persons,5325
E06000015,Derby,November 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E08000002,Bury,November 2019,Claimant count,Count,Persons,4100
E08000002,Bury,November 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.5
E06000020,Telford and Wrekin,November 2019,Claimant count,Count,Persons,3310
E06000020,Telford and Wrekin,November 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3
E08000009,Trafford,November 2019,Claimant count,Count,Persons,3510
E08000009,Trafford,November 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.4
E92000001,England,December 2019,Claimant count,Count,Persons,1003150
E92000001,England,December 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.9
E06000007,Warrington,December 2019,Claimant count,Count,Persons,3285
E06000007,Warrington,December 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E06000030,Swindon,December 2019,Claimant count,Count,Persons,3240
E06000030,Swindon,December 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.3
E08000029,Solihull,December 2019,Claimant count,Count,Persons,3595
E08000029,Solihull,December 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.8
E06000042,Milton Keynes,December 2019,Claimant count,Count,Persons,4025
E06000042,Milton Keynes,December 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.4
E06000025,South Gloucestershire,December 2019,Claimant count,Count,Persons,2440
E06000025,South Gloucestershire,December 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.4
E06000034,Thurrock,December 2019,Claimant count,Count,Persons,3280
E06000034,Thurrock,December 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3
E08000007,Stockport,December 2019,Claimant count,Count,Persons,4915
E08000007,Stockport,December 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.8
E06000014,York,December 2019,Claimant count,Count,Persons,1715
E06000014,York,December 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.2
E06000055,Bedford,December 2019,Claimant count,Count,Persons,3420
E06000055,Bedford,December 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
E06000050,Cheshire West and Chester,December 2019,Claimant count,Count,Persons,5230
E06000050,Cheshire West and Chester,December 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E06000031,Peterborough,December 2019,Claimant count,Count,Persons,4245
E06000031,Peterborough,December 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.4
E06000005,Darlington,December 2019,Claimant count,Count,Persons,3010
E06000005,Darlington,December 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.7
E06000015,Derby,December 2019,Claimant count,Count,Persons,5365
E06000015,Derby,December 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E08000002,Bury,December 2019,Claimant count,Count,Persons,4040
E08000002,Bury,December 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.4
E06000020,Telford and Wrekin,December 2019,Claimant count,Count,Persons,3260
E06000020,Telford and Wrekin,December 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.9
E08000009,Trafford,December 2019,Claimant count,Count,Persons,3380
E08000009,Trafford,December 2019,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.3
E92000001,England,January 2020,Claimant count,Count,Persons,1014875
E92000001,England,January 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.9
E06000007,Warrington,January 2020,Claimant count,Count,Persons,3215
E06000007,Warrington,January 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E06000030,Swindon,January 2020,Claimant count,Count,Persons,3255
E06000030,Swindon,January 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.3
E08000029,Solihull,January 2020,Claimant count,Count,Persons,3565
E08000029,Solihull,January 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.8
E06000042,Milton Keynes,January 2020,Claimant count,Count,Persons,4110
E06000042,Milton Keynes,January 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.4
E06000025,South Gloucestershire,January 2020,Claimant count,Count,Persons,2430
E06000025,South Gloucestershire,January 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.4
E06000034,Thurrock,January 2020,Claimant count,Count,Persons,3295
E06000034,Thurrock,January 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3
E08000007,Stockport,January 2020,Claimant count,Count,Persons,4950
E08000007,Stockport,January 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.8
E06000014,York,January 2020,Claimant count,Count,Persons,1780
E06000014,York,January 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.3
E06000055,Bedford,January 2020,Claimant count,Count,Persons,3460
E06000055,Bedford,January 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E06000050,Cheshire West and Chester,January 2020,Claimant count,Count,Persons,5240
E06000050,Cheshire West and Chester,January 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E06000031,Peterborough,January 2020,Claimant count,Count,Persons,4350
E06000031,Peterborough,January 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.5
E06000005,Darlington,January 2020,Claimant count,Count,Persons,3020
E06000005,Darlington,January 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.6
E06000015,Derby,January 2020,Claimant count,Count,Persons,5485
E06000015,Derby,January 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.4
E08000002,Bury,January 2020,Claimant count,Count,Persons,4085
E08000002,Bury,January 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.5
E06000020,Telford and Wrekin,January 2020,Claimant count,Count,Persons,3295
E06000020,Telford and Wrekin,January 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.9
E08000009,Trafford,January 2020,Claimant count,Count,Persons,3415
E08000009,Trafford,January 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.3
E92000001,England,February 2020,Claimant count,Count,Persons,1050875
E92000001,England,February 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3
E06000007,Warrington,February 2020,Claimant count,Count,Persons,3245
E06000007,Warrington,February 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E06000030,Swindon,February 2020,Claimant count,Count,Persons,3435
E06000030,Swindon,February 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.4
E08000029,Solihull,February 2020,Claimant count,Count,Persons,3595
E08000029,Solihull,February 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.8
E06000042,Milton Keynes,February 2020,Claimant count,Count,Persons,4320
E06000042,Milton Keynes,February 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.6
E06000025,South Gloucestershire,February 2020,Claimant count,Count,Persons,2545
